2025-05-13 16:30:24,485 - DEBUG - [algo] | Using cached balances (age=40.9s)
2025-05-13 16:30:37,747 - DEBUG - [algo] | Using cached balances (age=54.2s)
2025-05-13 16:30:37,748 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:37,850 - DEBUG - [algo] | Using cached balances (age=54.3s)
2025-05-13 16:30:37,851 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:37,851 - DEBUG - [algo] | Using cached balances (age=54.3s)
2025-05-13 16:30:37,852 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:37,959 - DEBUG - [algo] | Using cached balances (age=54.4s)
2025-05-13 16:30:37,960 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:37,960 - DEBUG - [algo] | Using cached balances (age=54.4s)
2025-05-13 16:30:37,961 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:38,070 - DEBUG - [algo] | Using cached balances (age=54.5s)
2025-05-13 16:30:38,070 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:38,071 - DEBUG - [algo] | Using cached balances (age=54.5s)
2025-05-13 16:30:38,071 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:38,292 - DEBUG - [algo] | Using cached balances (age=54.7s)
2025-05-13 16:30:38,293 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:38,293 - DEBUG - [algo] | Using cached balances (age=54.7s)
2025-05-13 16:30:38,294 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:38,399 - DEBUG - [algo] | Using cached balances (age=54.8s)
2025-05-13 16:30:38,399 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:38,400 - DEBUG - [algo] | Using cached balances (age=54.8s)
2025-05-13 16:30:38,400 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:38,498 - DEBUG - [algo] | Using cached balances (age=54.9s)
2025-05-13 16:30:38,498 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:38,499 - DEBUG - [algo] | Using cached balances (age=54.9s)
2025-05-13 16:30:38,500 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:38,599 - DEBUG - [algo] | Using cached balances (age=55.0s)
2025-05-13 16:30:38,600 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:38,601 - DEBUG - [algo] | Using cached balances (age=55.0s)
2025-05-13 16:30:38,601 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,064 - DEBUG - [algo] | Using cached balances (age=55.5s)
2025-05-13 16:30:39,065 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,065 - DEBUG - [algo] | Using cached balances (age=55.5s)
2025-05-13 16:30:39,065 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,164 - DEBUG - [algo] | Using cached balances (age=55.6s)
2025-05-13 16:30:39,165 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,166 - DEBUG - [algo] | Using cached balances (age=55.6s)
2025-05-13 16:30:39,166 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,270 - DEBUG - [algo] | Using cached balances (age=55.7s)
2025-05-13 16:30:39,270 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,271 - DEBUG - [algo] | Using cached balances (age=55.7s)
2025-05-13 16:30:39,272 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,372 - DEBUG - [algo] | Using cached balances (age=55.8s)
2025-05-13 16:30:39,373 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,373 - DEBUG - [algo] | Using cached balances (age=55.8s)
2025-05-13 16:30:39,374 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,478 - DEBUG - [algo] | Using cached balances (age=55.9s)
2025-05-13 16:30:39,479 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,480 - DEBUG - [algo] | Using cached balances (age=55.9s)
2025-05-13 16:30:39,480 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,576 - DEBUG - [algo] | Using cached balances (age=56.0s)
2025-05-13 16:30:39,577 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,577 - DEBUG - [algo] | Using cached balances (age=56.0s)
2025-05-13 16:30:39,578 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,584 - DEBUG - [kclive] | TICK KAS-USDT  1747153839577000000,0.1251,207.1276
2025-05-13 16:30:39,584 - DEBUG - [algo] | Using cached balances (age=56.0s)
2025-05-13 16:30:39,585 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,585 - DEBUG - [algo] | Using cached balances (age=56.0s)
2025-05-13 16:30:39,585 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,683 - DEBUG - [algo] | Using cached balances (age=56.1s)
2025-05-13 16:30:39,684 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,684 - DEBUG - [algo] | Using cached balances (age=56.1s)
2025-05-13 16:30:39,685 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,801 - DEBUG - [algo] | Using cached balances (age=56.2s)
2025-05-13 16:30:39,802 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,802 - DEBUG - [algo] | Using cached balances (age=56.2s)
2025-05-13 16:30:39,803 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,896 - DEBUG - [algo] | Using cached balances (age=56.3s)
2025-05-13 16:30:39,896 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,897 - DEBUG - [algo] | Using cached balances (age=56.3s)
2025-05-13 16:30:39,897 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:39,998 - DEBUG - [algo] | Using cached balances (age=56.4s)
2025-05-13 16:30:39,999 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:39,999 - DEBUG - [algo] | Using cached balances (age=56.4s)
2025-05-13 16:30:40,000 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,105 - DEBUG - [algo] | Using cached balances (age=56.5s)
2025-05-13 16:30:40,105 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,106 - DEBUG - [algo] | Using cached balances (age=56.5s)
2025-05-13 16:30:40,107 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,214 - DEBUG - [algo] | Using cached balances (age=56.7s)
2025-05-13 16:30:40,215 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,215 - DEBUG - [algo] | Using cached balances (age=56.7s)
2025-05-13 16:30:40,216 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,317 - DEBUG - [algo] | Using cached balances (age=56.8s)
2025-05-13 16:30:40,318 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,318 - DEBUG - [algo] | Using cached balances (age=56.8s)
2025-05-13 16:30:40,319 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,418 - DEBUG - [algo] | Using cached balances (age=56.9s)
2025-05-13 16:30:40,419 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,420 - DEBUG - [algo] | Using cached balances (age=56.9s)
2025-05-13 16:30:40,420 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,720 - DEBUG - [algo] | Using cached balances (age=57.2s)
2025-05-13 16:30:40,720 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,721 - DEBUG - [algo] | Using cached balances (age=57.2s)
2025-05-13 16:30:40,721 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,829 - DEBUG - [algo] | Using cached balances (age=57.3s)
2025-05-13 16:30:40,829 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,830 - DEBUG - [algo] | Using cached balances (age=57.3s)
2025-05-13 16:30:40,830 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:40,937 - DEBUG - [algo] | Using cached balances (age=57.4s)
2025-05-13 16:30:40,938 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:40,939 - DEBUG - [algo] | Using cached balances (age=57.4s)
2025-05-13 16:30:40,939 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,043 - DEBUG - [algo] | Using cached balances (age=57.5s)
2025-05-13 16:30:41,044 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,044 - DEBUG - [algo] | Using cached balances (age=57.5s)
2025-05-13 16:30:41,045 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,146 - DEBUG - [algo] | Using cached balances (age=57.6s)
2025-05-13 16:30:41,146 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,147 - DEBUG - [algo] | Using cached balances (age=57.6s)
2025-05-13 16:30:41,148 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,252 - DEBUG - [algo] | Using cached balances (age=57.7s)
2025-05-13 16:30:41,253 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,253 - DEBUG - [algo] | Using cached balances (age=57.7s)
2025-05-13 16:30:41,254 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,353 - DEBUG - [algo] | Using cached balances (age=57.8s)
2025-05-13 16:30:41,354 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,355 - DEBUG - [algo] | Using cached balances (age=57.8s)
2025-05-13 16:30:41,355 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,459 - DEBUG - [algo] | Using cached balances (age=57.9s)
2025-05-13 16:30:41,460 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,460 - DEBUG - [algo] | Using cached balances (age=57.9s)
2025-05-13 16:30:41,461 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,567 - DEBUG - [algo] | Using cached balances (age=58.0s)
2025-05-13 16:30:41,568 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,569 - DEBUG - [algo] | Using cached balances (age=58.0s)
2025-05-13 16:30:41,569 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,702 - DEBUG - [algo] | Using cached balances (age=58.1s)
2025-05-13 16:30:41,703 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,703 - DEBUG - [algo] | Using cached balances (age=58.1s)
2025-05-13 16:30:41,704 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:41,918 - DEBUG - [algo] | Using cached balances (age=58.4s)
2025-05-13 16:30:41,918 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:41,919 - DEBUG - [algo] | Using cached balances (age=58.4s)
2025-05-13 16:30:41,920 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:42,139 - DEBUG - [algo] | Using cached balances (age=58.6s)
2025-05-13 16:30:42,140 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:42,140 - DEBUG - [algo] | Using cached balances (age=58.6s)
2025-05-13 16:30:42,141 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:42,343 - DEBUG - [algo] | Using cached balances (age=58.8s)
2025-05-13 16:30:42,343 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:42,344 - DEBUG - [algo] | Using cached balances (age=58.8s)
2025-05-13 16:30:42,344 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:42,447 - DEBUG - [algo] | Using cached balances (age=58.9s)
2025-05-13 16:30:42,448 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:42,448 - DEBUG - [algo] | Using cached balances (age=58.9s)
2025-05-13 16:30:42,449 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:42,786 - DEBUG - [algo] | Using cached balances (age=59.2s)
2025-05-13 16:30:42,787 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:42,787 - DEBUG - [algo] | Using cached balances (age=59.2s)
2025-05-13 16:30:42,788 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:42,891 - DEBUG - [algo] | Using cached balances (age=59.3s)
2025-05-13 16:30:42,891 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:42,892 - DEBUG - [algo] | Using cached balances (age=59.3s)
2025-05-13 16:30:42,892 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:43,009 - DEBUG - [algo] | Using cached balances (age=59.5s)
2025-05-13 16:30:43,010 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:43,010 - DEBUG - [algo] | Using cached balances (age=59.5s)
2025-05-13 16:30:43,010 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:43,113 - DEBUG - [algo] | Using cached balances (age=59.6s)
2025-05-13 16:30:43,114 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:43,114 - DEBUG - [algo] | Using cached balances (age=59.6s)
2025-05-13 16:30:43,115 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:43,220 - DEBUG - [algo] | Using cached balances (age=59.7s)
2025-05-13 16:30:43,221 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:43,222 - DEBUG - [algo] | Using cached balances (age=59.7s)
2025-05-13 16:30:43,222 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:43,345 - DEBUG - [algo] | Using cached balances (age=59.8s)
2025-05-13 16:30:43,345 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:43,346 - DEBUG - [algo] | Using cached balances (age=59.8s)
2025-05-13 16:30:43,346 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:43,461 - DEBUG - [algo] | Using cached balances (age=59.9s)
2025-05-13 16:30:43,461 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:43,462 - DEBUG - [algo] | Using cached balances (age=59.9s)
2025-05-13 16:30:43,462 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:43,889 - DEBUG - [algo] | Balance cache stale or empty (last_fetch=1747153783.558116), fetching fresh…
2025-05-13 16:30:44,071 - DEBUG - [algo] | Raw accounts from KuCoin: [{'id': '681e6f603f6ecb0007a30b48', 'currency': 'USDT', 'type': 'main', 'balance': '87.158295', 'available': '87.158295', 'holds': '0'}, {'id': '124522476349450', 'currency': 'USDT', 'type': 'trade', 'balance': '8.67743602', 'available': '8.67743602', 'holds': '0'}, {'id': '124539329304586', 'currency': 'KAS', 'type': 'trade', 'balance': '0', 'available': '0', 'holds': '0'}, {'id': '124523352873994', 'currency': 'KCS', 'type': 'trade', 'balance': '0', 'available': '0', 'holds': '0'}]
2025-05-13 16:30:44,072 - DEBUG - [algo] | Rebuilt balance cache (trade accounts): {'USDT': 8.67743602, 'KAS': 0.0, 'KCS': 0.0}
2025-05-13 16:30:44,073 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,073 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:30:44,074 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,074 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:30:44,075 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,075 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:30:44,076 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,098 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:30:44,099 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,099 - DEBUG - [algo] | Using cached balances (age=0.2s)
2025-05-13 16:30:44,099 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,210 - DEBUG - [algo] | Using cached balances (age=0.3s)
2025-05-13 16:30:44,211 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,212 - DEBUG - [algo] | Using cached balances (age=0.3s)
2025-05-13 16:30:44,212 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,315 - DEBUG - [algo] | Using cached balances (age=0.4s)
2025-05-13 16:30:44,316 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,317 - DEBUG - [algo] | Using cached balances (age=0.4s)
2025-05-13 16:30:44,317 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,429 - DEBUG - [algo] | Using cached balances (age=0.5s)
2025-05-13 16:30:44,430 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,431 - DEBUG - [algo] | Using cached balances (age=0.5s)
2025-05-13 16:30:44,431 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,535 - DEBUG - [algo] | Using cached balances (age=0.6s)
2025-05-13 16:30:44,535 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,536 - DEBUG - [algo] | Using cached balances (age=0.6s)
2025-05-13 16:30:44,537 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,638 - DEBUG - [algo] | Using cached balances (age=0.7s)
2025-05-13 16:30:44,638 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,639 - DEBUG - [algo] | Using cached balances (age=0.7s)
2025-05-13 16:30:44,640 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,737 - DEBUG - [algo] | Using cached balances (age=0.8s)
2025-05-13 16:30:44,738 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,738 - DEBUG - [algo] | Using cached balances (age=0.8s)
2025-05-13 16:30:44,739 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,842 - DEBUG - [algo] | Using cached balances (age=1.0s)
2025-05-13 16:30:44,843 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,844 - DEBUG - [algo] | Using cached balances (age=1.0s)
2025-05-13 16:30:44,844 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:44,943 - DEBUG - [algo] | Using cached balances (age=1.1s)
2025-05-13 16:30:44,943 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:44,944 - DEBUG - [algo] | Using cached balances (age=1.1s)
2025-05-13 16:30:44,944 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:45,064 - DEBUG - [algo] | Using cached balances (age=1.2s)
2025-05-13 16:30:45,065 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:45,066 - DEBUG - [algo] | Using cached balances (age=1.2s)
2025-05-13 16:30:45,066 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:45,173 - DEBUG - [algo] | Using cached balances (age=1.3s)
2025-05-13 16:30:45,174 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:45,175 - DEBUG - [algo] | Using cached balances (age=1.3s)
2025-05-13 16:30:45,175 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:45,275 - DEBUG - [algo] | Using cached balances (age=1.4s)
2025-05-13 16:30:45,275 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:45,276 - DEBUG - [algo] | Using cached balances (age=1.4s)
2025-05-13 16:30:45,276 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:45,380 - DEBUG - [algo] | Using cached balances (age=1.5s)
2025-05-13 16:30:45,381 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:45,381 - DEBUG - [algo] | Using cached balances (age=1.5s)
2025-05-13 16:30:45,382 - DEBUG - [algo] | Returning available[KAS] = 0.000000
2025-05-13 16:30:45,482 - DEBUG - [algo] | Using cached balances (age=1.6s)
2025-05-13 16:30:45,483 - DEBUG - [algo] | Returning available[USDT] = 8.677436
2025-05-13 16:30:45,484 - DEBUG - [algo] | Using cached balances (age=1.6s)
